School,FiscalYear,NAE_Overall_Average_Fee_USD,NAE_Secondary_Average_Fee_USD,NAE_Sixth_Form_Average_Fee_USD,NAE_Primary_Average_Fee_USD,NAE_EY_Average_Fee_USD,Overall_Gap_Median,Secondary_Gap_Median,Sixth_Form_Gap_Median,Overall_Pct_vs_Median,Secondary_Pct_vs_Median,Mainentance_Capex_sum,Expansion_Capex_sum,CPT_Capex_sum,Mainentance_Capex_std,Expansion_Capex_std,CPT_Capex_std,Revenue,Capex_annual_sum,RegionCode,SubRegionCode,Region,Subregion,City,Country,StudentFTE,CapacityFTE,leads_submitted,enquiries_started,tv_leads_t_plus1,tv_enquiries_t_plus1,tv_fte_t_plus1,tv_leads_t_plus2,tv_enquiries_t_plus2,tv_fte_t_plus2,tv_lead_growth_1yr,tv_enquiry_growth_1yr,tv_fte_growth_1yr,tv_lead_growth_2yr,tv_enquiry_growth_2yr,tv_fte_growth_2yr,EmployeeHeadCountCurrent,EmployeeFTECurrent,DirectContractorHeadCount,Prevailing_Curriculum,Curricula_Offered,Employee_Engagement_Score,MAC_Attrition_Pct,Teachers_Attrition_Pct,Student_Expat_Pct,Student_Local_Pct,Average_Principal_Tenure,Curricula_Offered_IB,Curricula_Offered_IGCSE,Curricula_Offered_A-Levels,Curricula_Offered_MYP,Curricula_Offered_AP,Curricula_Offered_count,school_opened_year,school_age,is_school_mature,nps_score,nps_responses_count,nps_teacher_quality_score,nps_teacher_quality_response_count,nps_education_quality_score,nps_education_quality_response_count,nps_principal_quality_score,nps_principal_quality_response_count,iso2,year,total_enrolment,total_public_enrolment,tv_total_private_enrolment_t_plus1,gdp_growth_pct,gdp_per_capita_growth_pct,market_cap,gross_savings_pct_gdp,total_population,population_0_14_pct_total,urban_population_pct_total,net_migration,inflation_pct,govt_expenditure_on_education_pct_gdp,foreign_dir_investment_net_inflows_pct_gdp,govt_expenditure_on_education_per_student_pct_gdp,household_final_consumption_expenditure,millionaires,eyp_private_enrolment,hnwi_billionaires,hnwi_centi_millionaires,hnwi_millionaire_growth_2014_to_2024,hnwi_number_of_millionaires,Academic_Performance_Index,ReportNameOneStream,iso2_code,country_name,nationality_1,nationality_2,Sum_Years,App,Total Lost/Denied,Percentage,vs Regional AVG,1st Stage,2nd Stage,CvR %,Region Avg,vs Region Avg,CvR % PY,CvR % YoY,Category,Action,Target,Plan to achieve Target,Target Date,Status,Forecast FTE vs Budget %,Forecast FTE vs LY W5 %,Forecast FTE YoY,New Enrolment YoY,Enquiries YoY,Enquiries - Enrolled CVR YoY,Enquiries - Application CVR YoY,Velocity,ReEnroll % Variance,Capacity Utilisation % Current,Capacity Utilisation % Forecast,Employee Engagement Score,MAC Attrition %,Teacher Attrition %,Principal Tenure avg.,Channel_Cross-network,Channel_Direct,Channel_Display,Channel_Email,Channel_Organic Search,Channel_Organic Social,Channel_Paid Other,Channel_Paid Search,Channel_Paid Social,Channel_Referral,Channel_Unassigned,Device_desktop,Device_mobile,Device_tablet,Years Spent_before_leaving_0,Years Spent_before_leaving_1-2,Years Spent_before_leaving_3-5,Years Spent_before_leaving_6-8,Years Spent_before_leaving_9-10,Years Spent_before_leaving_11&above,reason_for_leaving_Academic - Class Size,reason_for_leaving_Academic - Concerns with Academic Progress,reason_for_leaving_Academic - I Want a Single-Sex School for My Child,reason_for_leaving_Academic - Lack of Support for SEND,reason_for_leaving_Academic - Limited Program Offerings,reason_for_leaving_Academic - Not Suitable for Desired University Choice,reason_for_leaving_Academic - Quality of Teaching,reason_for_leaving_Early Entry to Higher Education,reason_for_leaving_Financial - Can No Longer Afford Tuition Costs,reason_for_leaving_Financial - Do Not Feel That I Am Getting Value for Money,reason_for_leaving_Graduate,reason_for_leaving_Lack of Facilities - Inadequate Facilities for SEND,reason_for_leaving_Lack of Facilities - Inadequate Sport/Recreational Facilities,reason_for_leaving_Lack of Facilities - Poor General Maintenance,reason_for_leaving_Moving to State School - Preference for State School,reason_for_leaving_Moving to State School - Proximity of State School,reason_for_leaving_Moving to State School - State School Reputation,reason_for_leaving_Relocating - Different City,reason_for_leaving_Relocating - Different Country,reason_for_leaving_School Decision - Academic Standards Not Achieved,reason_for_leaving_School Decision - Behavioural Issues for Child,reason_for_leaving_School Decision - Non-Payment of Fees,reason_for_leaving_School Decision - Sanctioned List,reason_for_leaving_Social/Personal Issue for Child - Lack of Diversity,reason_for_leaving_Social/Personal Issue for Child - Medical Issues,reason_for_leaving_Social/Personal Issue for Child - Peer Issues,reason_for_leaving_Social/Personal Issue for Child - Teacher/Staff Issues,reason_for_leaving_Temporary Leaver - Medical Leave,reason_for_leaving_Temporary Leaver - Temporary Enrolment in Another School,LeavingStandardisedGrade_Year 0,LeavingStandardisedGrade_Year 1,LeavingStandardisedGrade_Year -1,LeavingStandardisedGrade_Year 10,LeavingStandardisedGrade_Year 11,LeavingStandardisedGrade_Year 12,LeavingStandardisedGrade_Year 13,LeavingStandardisedGrade_Year 2,LeavingStandardisedGrade_Year -2,LeavingStandardisedGrade_Year 3,LeavingStandardisedGrade_Year -3,LeavingStandardisedGrade_Year 4,LeavingStandardisedGrade_Year 5,LeavingStandardisedGrade_Year 6,LeavingStandardisedGrade_Year 7,LeavingStandardisedGrade_Year 8,LeavingStandardisedGrade_Year 9
School43,2022.0,,,,,,,,,,,,,,,,,,,EU,UK,Europe,United Kingdom,Oxford,United Kingdom,745.0,,861.0,1101.0,784.0,1190.0,742.0,1049.0,1218.0,693.0,-0.089430894,0.080835604,-0.004026846,0.218350755,0.10626703,-0.004026846,,,,A-Levels,"GCSE, A-Levels",,,,,,,0.0,0.0,1.0,0.0,0.0,2.0,2021.0,1.0,0.0,,,,,,,,,GB,2022.0,11168147.5,4524060.983,6809874.758,4.839085179,3.877600166,3100000000000.0,15.83350872,67604000.0,17.62925737,84.398,487029.0,7.922048831,,1.441788923,,2000000000000.0,282000.0,,,,,,1.036469058,D'Overbroecks,GB,United Kingdom,British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School43,2023.0,28590.0,24724.0,32456.0,,,-6534.5,-10400.5,,-0.186038235,-0.296103859,652.1515697,0.0,0.0,188.2599422,0.0,0.0,31293.5898,652.1515697,EU,UK,Europe,United Kingdom,Oxford,United Kingdom,742.0,487.0,784.0,1190.0,1049.0,1218.0,693.0,722.0,859.0,623.0,0.338010204,0.023529412,-0.066037736,-0.079081633,-0.278151261,-0.066037736,,,,A-Levels,"GCSE, A-Levels",,0.6486,0.1153,0.4558,0.5442,,0.0,0.0,1.0,0.0,0.0,2.0,2021.0,2.0,0.0,25.0,224.0,4.227678571,224.0,4.272321429,224.0,3.879464286,224.0,GB,2023.0,11261618.5,4451743.742,0.0,0.397082346,-0.904567615,,15.06054125,68492000.0,17.40914204,84.642,445523.0,6.793967068,,0.409209761,,2000000000000.0,250200.0,3173.0,,,,,0.140379666,D'Overbroecks,GB,United Kingdom,British,,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School43,2024.0,31494.5,27239.0,35750.0,,,-5250.5,-9506.0,,-0.142890189,-0.258701864,1034.630094,289.6099721,0.0,200.9978701,72.24532726,0.0,38578.12323,1324.240066,EU,UK,Europe,United Kingdom,Oxford,United Kingdom,693.0,845.0,1049.0,1218.0,722.0,859.0,623.0,184.0,172.0,,-0.311725453,-0.294745484,-0.101010101,-0.824594852,-0.858784893,-0.101010101,,,,A-Levels,"GCSE, A-Levels",3.67,0.15,0.1259,0.4879,0.5121,,0.0,0.0,1.0,0.0,0.0,2.0,2021.0,3.0,0.0,19.140625,256.0,4.14453125,256.0,4.17578125,256.0,3.94140625,256.0,GB,2024.0,,,,1.100667866,0.028702272,,15.37120468,69226000.0,17.1850467,84.884,417114.0,3.271572946,,0.096182216,,,239100.0,3442.0,,,,,0.040455868,D'Overbroecks,GB,United Kingdom,British,,761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School43,2025.0,39086.0,33744.0,44428.0,,,894.0,-4448.0,,0.023408044,-0.116464181,838.6982857,300.0309613,0.0,203.0989588,68.79743671,0.0,36699.48131,1138.729247,EU,UK,Europe,United Kingdom,Oxford,United Kingdom,623.0,845.0,722.0,859.0,184.0,172.0,,,,,-0.745152355,-0.799767171,,,,,291.0,198.93,,A-Levels,"GCSE, A-Levels",3.75,0.1446,0.1203,0.5051,0.4949,2.83,0.0,0.0,1.0,0.0,0.0,2.0,2021.0,4.0,0.0,24.17061611,211.0,4.289099526,211.0,4.355450237,211.0,4.165876777,211.0,,,,,,,,,,,,,,,,,,,,3541.0,,,,,0.300562912,D'Overbroecks,GB,United Kingdom,British,,761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School43,2026.0,,,,,,,,,,,,,,,,,,,EU,UK,Europe,United Kingdom,Oxford,United Kingdom,,845.0,184.0,172.0,,,,,,,,,,,,,267.0,182.74,,A-Levels,"GCSE, A-Levels",,0.1412,0.1203,0.4544,0.5456,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2021.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D'Overbroecks,GB,United Kingdom,British,,845.0,588.0,326.0,0.554421769,▲ 10 ppt,1348.0,991.0,0.735163205,0.740154375,-0.00499117,0.803176796,-0.068013591,Marketing Effectiveness; School Proposition,Agent Commission increase; Increase local boarders (Operation Pied Piper); Sixth Form Recruitment & Feeder School Engagement; Broaden the curriculum in Sixth Form to attract more students.; Improve the TIS Year 11i Offer for Boarding,Sept 26 Enrolment; Sept 26 Enrolment; Improve Sept 26 enrolment in Sixth Form which is down YoY.; Improve Sept 26 enrolment in Sixth Form which is down YoY.; Jan / Sept 26 Enrolment,"Model out an increase in agent commission to incentivse them to bring more students.
Bonus structure already agreed to offer per student.; Advertising campaign in London and local counties
Attendance at events 
Offer weekly boarding prorgramme
Direct approach to feeder schools (11-16); Create an annual feeder-school outreach calendar.
Launch Sixth Form “Discovery Pack” and feeder school taster events.
Provide early subject-guidance sessions for Year 10–11 students externally.; Confirm curriculum offer - we will introduce 3 vocational course - Criminology, Digital Media and Innovation.
Take new subject offer to market by February 2026
Adapt to uptake, especially regarding level 3 programme and course length; Update Year 11i to increase breadth of entry and flexibility
GCSE is the standard for Sixth Form but we are going to put an EAL focus onto this.",2026-09-01 00:00:00,In Progress,-0.017571885,-0.111271676,-0.152892562,-0.120805369,-0.131698456,0.003395544,-0.009823705,127.259542,-0.00274513,0.728994083,0.727810651,3.75,0.1412,0.1203,3.0,1.0,112.0,0.0,43.0,202.0,4.0,1.0,101.0,2.0,17.0,37.0,250.0,262.0,8.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
School44,2021.0,,,,,,,,,,,,,,,,,,,TA,LATAM,The Americas,Latin America,Eton,Mexico,1328.5,,,321.0,309.0,1066.0,1383.0,2011.0,2114.0,1647.0,,2.320872274,0.041023711,,5.585669782,0.041023711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MX,2021.0,26844612.0,24102015.44,2729519.285,6.048483457,5.343066791,460000000000.0,21.67388391,127648148.0,25.66125685,81.016,-122791.0,5.689208477,4.238230228,2.698157596,,871000000000.0,,0.0,,,,,,Eton,MX,Mexico,Mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School44,2022.0,,,,,,,,,,,,,,,,,,,TA,LATAM,The Americas,Latin America,Eton,Mexico,1383.0,,309.0,1066.0,2011.0,2114.0,1647.0,1887.0,1409.0,1773.0,5.508090615,0.983114447,0.190889371,5.106796117,0.321763602,0.190889371,,,,IB,"MYP, IB",,,,,,,1.0,0.0,0.0,1.0,0.0,2.0,2021.0,1.0,0.0,60.85578447,631.0,,,,,,,MX,2022.0,26614718.0,23885198.71,2881399.987,3.710988931,2.932857652,454000000000.0,19.96594992,128613117.0,25.31132099,81.3,-108438.0,7.896276192,4.065859795,2.664159183,,913000000000.0,,,,,,,-0.282544005,Eton,MX,Mexico,Mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School44,2023.0,9522.0,9656.0,10340.0,8570.0,7507.0,-1328.166667,-1465.5,-1178.0,-0.122409794,-0.131771793,817.40699,187.4167191,0.0,235.9650729,54.10254661,0.0,22791.56633,1004.823709,TA,LATAM,The Americas,Latin America,Eton,Mexico,1647.0,1340.0,2011.0,2114.0,1887.0,1409.0,1773.0,1962.0,1207.0,1955.0,-0.061660865,-0.333491012,0.076502732,-0.024365987,-0.429044465,0.076502732,,,,IB,"MYP, IB",,0.0,0.15,0.2443,0.7557,,1.0,0.0,0.0,1.0,0.0,2.0,2021.0,2.0,0.0,64.46886447,819.0,4.175824176,819.0,4.367521368,819.0,4.3003663,819.0,MX,2023.0,26958747.0,24077347.01,0.0,3.295390957,2.398388167,577000000000.0,20.08418387,129739759.0,24.91797214,81.582,-101044.0,5.527960873,,1.72931055,,951000000000.0,,9324.0,,,,,-0.475563656,Eton,MX,Mexico,Mexican,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School44,2024.0,10710.33333,10860.0,11631.0,9640.0,8443.0,-1452.166667,-1529.5,-1343.0,-0.119397054,-0.12345131,891.9957876,3346.053684,0.0,257.497004,965.9224976,0.0,28376.73398,4238.049472,TA,LATAM,The Americas,Latin America,Eton,Mexico,1773.0,1540.0,1887.0,1409.0,1962.0,1207.0,1955.0,404.0,247.0,,0.039745628,-0.143364088,0.102650874,-0.785903551,-0.824698368,0.102650874,,,,IB,"MYP, IB",4.03,0.2182,0.141,0.3679,0.6321,,1.0,0.0,0.0,1.0,0.0,2.0,2021.0,3.0,0.0,53.55191257,732.0,4.012295082,732.0,4.265027322,732.0,4.199453552,732.0,MX,2024.0,,,,1.454062478,0.584780121,418000000000.0,19.0225448,130861007.0,24.50949273,81.862,-104581.0,4.722255885,,2.446901618,,978000000000.0,,10001.0,6.0,48.0,0.17018624,18500.0,-0.919508855,Eton,MX,Mexico,Mexican,,1540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School44,2025.0,11656.33333,11819.0,12659.0,10491.0,9189.0,-1421.333333,-1575.5,-1196.0,-0.108684016,-0.117622905,828.917884,3856.714777,0.0,92.41594661,311.1663298,0.0,28881.29918,4685.632661,TA,LATAM,The Americas,Latin America,Eton,Mexico,1955.0,1820.0,1962.0,1207.0,404.0,247.0,,,,,-0.794087666,-0.795360398,,,,,389.0,343.5,,IB,"MYP, IB",4.07,0.087,0.1587,0.3315,0.6685,4.08,1.0,0.0,0.0,1.0,0.0,2.0,2021.0,4.0,0.0,61.50234742,639.0,4.17057903,639.0,4.399061033,639.0,4.333333333,639.0,,,,,,,,,,,,,,,,,,,,10123.0,,,,,-0.494865622,Eton,MX,Mexico,Mexican,,1820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School44,2026.0,,,,,,,,,,,,,,,,,,,TA,LATAM,The Americas,Latin America,Eton,Mexico,,1820.0,404.0,247.0,,,,,,,,,,,,,401.0,356.5,6.0,IB,"MYP, IB",,0.1702,0.1587,0.3255,0.6745,4.25,1.0,0.0,0.0,1.0,0.0,2.0,2021.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eton,MX,Mexico,Mexican,,2132.0,867.0,508.0,0.585928489,▲ 13 ppt,2243.0,1489.0,0.663843067,0.611751108,0.05209196,0.70874183,-0.044898763,Marketing Effectiveness; School Performance,Announce Availability in Preschool Grades and New Preschool Building at Santa Fe; Improve Net Promoter Score,Communicate availability to 100% of families attending interviews and events in December.; Address main pressure points related to Transportation Service and Sports Offer,"During Preschool interviews with parents (next week), Open Days, and Admissions Information Sessions, inform families that there are still openings in Nursery and Pre-Kinder, and that admissions are ongoing. Additionally, announce the new Preschool Campus at Santa Fe.; Redirect funding from Sports Hall to Parking lot. Communicate Plan to community prior to initiating Reenrollment. Announce 0% increase in transportation for FY27",30/04/2026; 13/02/2026,,-0.004079551,0.101522843,0.104013567,-0.021798365,-0.13661884,0.030447337,-0.248165019,175.4371859,0.03752159,0.918855535,0.916041276,3.9,0.1702,0.1587,4.25,92.0,57.0,0.0,2.0,190.0,22.0,1.0,52.0,0.0,26.0,136.0,297.0,277.0,4.0,5.0,10.0,8.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,3.0,1.0,3.0,0.0,5.0,2.0,3.0,0.0,2.0,2.0
School45,2022.0,,,,,,,,,,,,,,,,,,,EU,EU (excl UK),Europe,Europe (excl UK),Barcelona,Spain,1403.0,,,10.0,1382.0,1367.0,1411.0,2859.0,1826.0,1456.0,,135.7,0.005702067,,181.6,0.005702067,,,,IB,IB,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,2022.0,0.0,0.0,,,,,,,,,ES,2022.0,6507657.0,4456644.253,2050508.082,6.1793122,5.418773892,665000000000.0,23.0054599,47786102.0,13.59591034,81.304,299779.0,8.390576341,4.585539818,4.527406753,,748000000000.0,35200.0,,,,,,-6.26615321,Hamelin-Laie,ES,Spain,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School45,2023.0,9242.333333,8791.0,11252.0,7684.0,6667.0,408.6666667,-408.0,-459.0,0.046262405,-0.044352647,,,,,,,,,EU,EU (excl UK),Europe,Europe (excl UK),Barcelona,Spain,1411.0,,1382.0,1367.0,2859.0,1826.0,1456.0,1848.0,1191.0,1400.0,1.068740955,0.335771763,0.031892275,0.337192475,-0.128749086,0.031892275,,,,IB,IB,,,0.0,0.4063,0.5937,,1.0,0.0,0.0,0.0,0.0,1.0,2022.0,1.0,0.0,-9.919571046,373.0,3.498659517,373.0,3.595174263,373.0,3.319034853,373.0,ES,2023.0,6526687.0,4476178.918,0.0,2.675663463,1.482561028,770000000000.0,23.65709534,48347910.0,13.25865076,81.552,119099.0,3.532361335,,2.65127535,,761000000000.0,36000.0,6856.0,,,,,-0.629979378,Hamelin-Laie,ES,Spain,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School45,2024.0,10257.66667,9758.0,12487.0,8528.0,7394.0,-694.5,-352.0,227.0,-0.06341211,-0.034817013,472.6759822,0.00010853,0.0,92.71294646,3.13e-05,0.0,21643.0035,472.6760907,EU,EU (excl UK),Europe,Europe (excl UK),Barcelona,Spain,1456.0,1999.0,2859.0,1826.0,1848.0,1191.0,1400.0,251.0,189.0,,-0.353620147,-0.347754655,-0.038461538,-0.912207065,-0.896495071,-0.038461538,,,,IB,IB,3.4,0.72,0.1465,0.4561,0.5439,,1.0,0.0,0.0,0.0,0.0,1.0,2022.0,2.0,0.0,-3.333333333,450.0,3.36,450.0,3.448888889,450.0,3.348888889,450.0,ES,2024.0,,,,3.150195645,2.179654085,754000000000.0,23.49388601,48807137.0,12.92174487,81.802,111674.0,2.774178265,,1.980010928,,,34900.0,7442.0,3.0,28.0,0.010492245,12600.0,0.142099229,Hamelin-Laie,ES,Spain,Spanish,,1999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School45,2025.0,10847.0,10319.0,13208.0,9014.0,7821.0,-221.6666667,-559.0,-443.5,-0.020026501,-0.051388123,926.9990793,9.5e-05,7.6198056,84.23884373,5.05e-06,2.30187088,23531.50139,934.61898,EU,EU (excl UK),Europe,Europe (excl UK),Barcelona,Spain,1400.0,1999.0,1848.0,1191.0,251.0,189.0,,,,,-0.864177489,-0.841309824,,,,,238.0,188.93,,IB,IB,3.43,0.1791,0.2316,0.4934,0.5066,1.92,1.0,0.0,0.0,0.0,0.0,1.0,2022.0,3.0,0.0,-26.56587473,463.0,3.559395248,463.0,3.313174946,463.0,3.602591793,463.0,,,,,,,,,,,,,,,,,,,,7611.0,,,,,-0.514167587,Hamelin-Laie,ES,Spain,Spanish,,1999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School45,2026.0,,,,,,,,,,,,,,,,,,,EU,EU (excl UK),Europe,Europe (excl UK),Barcelona,Spain,,1999.0,251.0,189.0,,,,,,,,,,,,,255.0,212.55,,IB,IB,,0.169,0.2316,0.5186,0.4814,2.08,1.0,0.0,0.0,0.0,0.0,1.0,2022.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamelin-Laie,ES,Spain,Spanish,,1999.0,349.0,106.0,0.303724928,▼ -15 ppt,1944.0,1208.0,0.621399177,0.740154375,-0.118755198,0.640258416,-0.018859239,School Proposition; Marketing Effectiveness; School Performance,Gain market in Secondary and retain students.; Enquiry growth and EXTERNAL School reputation improvement; Improve School reputation (INTERNAL) and NPS. Implement White Glove Strategy.; Gain market in Secondary and retain students.; Gain market share in EY and defend position in local Market (New BSB School Sept 26),"12 FTE Boarding,; Community
Local Media and surroundings
Key stakeholders in Badalona area; 0.5% increase in re-enrolment rates (14 FTE); 14-18 FTE BN; 30 NEW FTEs and 3% improvement re-enrolment","Project Town House: 3 Houses (12 FTE)
CAPEX approvals, adapting to needs for students, house parents, GRT offering; 1) Appoint a PR Agency to lead local campaigns and understand local sentiment to drive actions.
2) Strengthen local relationships in the community with 3 events & networking
3) Highlight thoughleadership content from academic team
4) Social Media content & engagement reflected with Hamelin community; 1) Appoint Community Manager (includes transition new families and customer service. 
2) Reinforce Identity & Philosophy through student voice & alumni stories (positioning)
3) Deliver more events and community activities
4)Create a no blame, 'one team' culture 
5) Spirit Wear Project and remodel Shop (+other revenues); 1) Recovery of Bach National ​
2) Project Academic Excellence​
3) Strong local and International
Pathways​; 1) Extra Capex bid 2%​
2) Relaunch of EY Educational Vision: Review of offer, Electives/CCA/Timetable​
3) Transformation of spaces​, Classrooms and Resources​. Break out spaces & Displays​
5) Implementation of Middle Leaders in EY​
6) Monthly Personalised Open Days​
7) MOUs with feeder local Nurseries​",FY26; FY27,New; In Progress,-0.046022354,-0.006164384,-0.046949714,-0.15034965,-0.381861575,0.063911593,0.072552778,71.16917293,-0.025367808,0.700350175,0.725862931,3.47,0.169,0.2316,2.08,8.0,122.0,0.0,14.0,155.0,8.0,8.0,171.0,37.0,39.0,32.0,272.0,305.0,17.0,15.0,11.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,4.0,1.0,0.0,5.0,5.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0
School46,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H-FARM Rosà,IT,Italy,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School47,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H-Farm Venice,IT,Italy,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School48,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H-FARM Vicenza,IT,Italy,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
